id,Name,titleProject_id,class,score
747831634,Иваницкий Константин Борисович,232,8д,5
50393185,Белянский Владислав Игоревич,74,11б,5
816561095,Баранкин Артём Алексеевич,382,9т,2
382662503,Шкабанова Софья Вадимовна,499,9х,4
686802142,Полозлов Денис Адамович,155,8т,3
314785197,Жунина Светлана Михайловна,162,8в,3
528092368,Пантыкин Борис Игоревич,245,9х,2
256947894,Доутова Марина Богдановна,189,11х,2
435984798,Трещалова Яна Андреевна,330,8б,3
39440691,Ивашечкин Александр Данилович,390,10т,4
86128917,Мазьянова Инна Богдановна,416,11в,4
457606568,Корогев Николай Евгеньевич,184,8б,5
475018062,Заидова Галина Максимовна,88,9т,4
880216385,Рамхин Кирилл Алексиевич,459,9х,4
743361799,Кизбабаев Эдуард Фёдорович,415,11т,2
238692752,Соурчаков Ярослав Валериевич,268,8б,2
536157514,Мотяшева Алена Михайловна,404,7т,2
126315143,Горшкова Наталия Яковлевна,340,11а,2
797721043,Зябрицкий Игорь Виталиевич,332,7а,5
349809227,Шельдяев Игорь Юриевич,97,7д,5
760324362,Шмелькин Максим Викторович,483,9т,5
947739985,Жалкин Алексей Алексеевич,43,7а,3
511740368,Худасов Денис Максимович,70,10д,2
318554209,Швичкова Наталья Эдуардовна,398,7г,4
59125913,Едская Жанна Валерьевна,436,11в,4
937530710,Поморзина Полина Евгеньевна,122,7д,4
53444265,Будачева Кира Олеговна,55,11х,4
333798326,Молкаев Василий Валериевич,216,8д,2
715298087,Яцынин Константин Тимофеевич,285,7г,2
9961048,Маховиков Василий Петрович,391,7х,4
226200168,Шаметова Евгения Вадимовна,463,7а,2
346382057,Законнова Жанна Евгеньевна,442,11и,None
442826245,Перчихин Аркадий Тимофеевич,164,10т,3
183779878,Бурдасова Ксения Игоревна,203,9а,3
419335696,Киссин Степан Иванович,251,7х,5
254502208,Вапилина Мария Егоровна,77,7д,2
471190480,Сигутина Дарья Федоровна,458,7б,2
479975186,Сошьяков Альберт Фёдорович,17,7т,4
124431915,Лугахина Клара Вадимовна,419,8в,4
628100059,Логецкий Анатолий Виталиевич,372,11б,4
303915847,Ковайкова Юлия Егоровна,75,10г,2
687645663,Вермутский Валерий Петрович,447,9и,5
546951899,Россомахов Олег Юриевич,56,8в,2
551340727,Циплакова Екатерина Егоровна,471,9б,5
297214567,Квятцева Алла Никитична,138,11в,2
3044318,Выхухолева Лариса Василевна,384,8б,5
989381829,Целохов Андрей Вадимович,433,8и,5
886053851,Бендин Иван Яковлевич,71,8и,4
997764089,Лазученков Василий Алексеевич,381,7х,2
313577150,Скоропухов Михаил Василиевич,69,10и,3
586925758,Мухонкин Тарас Романович,126,9и,4
624928779,Камерцев Владимир Кириллович,303,7а,3
198627534,Сандрыкина Анна Олеговна,324,10т,2
232400429,Недбайлов Алексей Денисович,15,7т,2
461081853,Серпков Ярослав Георгиевич,380,10б,4
191495867,Хатшуклов Аркадий Николаевич,42,11т,4
832164083,Литвалиева Алиса Егоровна,10,11и,3
8741552,Енесина Лиза Валерьевна,293,9б,5
949402577,Пикальков Эдуард Алексиевич,21,8д,5
903447063,Сачинский Валентин Кириллович,125,10т,2
511934769,Тарзанова Евгения Аркадьевна,96,9д,2
721362427,Лапундин Юрий Игоревич,267,8и,5
16386458,Личева Лиза Михайловна,453,9б,3
74574976,Смароверов Яков Борисович,131,11в,4
748915708,Вереина Алла Василевна,295,10и,3
607279089,Погиблева Дарья Леонидовна,283,9в,5
574275826,Байнова Анастасия Вадимовна,363,7б,3
389407591,Шиловский Вячеслав Максимович,438,9и,4
61071919,Сыждиков Пётр Василиевич,494,11х,5
439142581,Каценова Алёна Эдуардовна,165,11т,2
822961284,Мужицких Ева Олеговна,348,8х,3
687823237,Плеснецов Степан Юрьевич,22,10а,2
905360080,Игумнова Алёна Сергеевна,114,9д,4
36428158,Хадаров Владимир Валериевич,278,11т,5
251597300,Ступакова Кира Ивановна,421,8и,3
936729487,Шоленинов Федор Максимович,286,11т,4
790679691,Гундаров Руслан Николаевич,158,9д,4
700115794,Гречишева Марина Андреевна,464,7д,2
873563974,Утилова Алена Андреевна,253,11д,3
247829823,Роткичева Алиса Максимовна,410,10а,4
408796785,Колтышева Марина Вадимовна,87,11г,4
430150748,Гурычева Лариса Валерьевна,489,9б,2
260616972,Горцева Кристина Никитична,246,8и,4
776161976,Кутурин Геннадий Денисович,197,9в,2
247765685,Стефанков Яков Евгеньевич,318,10г,3
319002357,Множина Людмила Василевна,90,8б,2
532696538,Семисалов Георгий Иванович,316,9в,3
932421183,Рогалов Альберт Валериевич,327,9б,2
736847240,Черетаева Анастасия Олеговна,341,9б,2
365133435,Радоминова Любовь Игоревна,25,9и,5
589728012,Шувырина Лиза Андреевна,395,9а,5
658847447,Калиженков Семён Алексеевич,401,11а,4
51665117,Старокашин Константин Петрович,309,10а,3
396953756,Малтоцов Аркадий Яковлевич,218,8а,3
810719824,Кузеванова Ева Егоровна,116,7д,2
61805226,Нурулина Алёна Егоровна,284,9х,2
387287650,Лератов Герасим Сергеевич,374,10а,4
409966991,Людин Руслан Аркадиевич,498,7и,3
795413868,Пурин Виктор Данилович,154,8и,5
326289846,Лютов Виктор Юрьевич,288,11г,2
81232658,Марюшкина Яна Федоровна,345,10д,5
456153120,Томилова Кристина Михайловна,492,11б,3
734178590,Дистерев Валерий Валериевич,24,7г,3
552075788,Дочкин Геннадий Алексиевич,52,11и,5
883045993,Иняхин Руслан Сергеевич,234,7и,5
399657328,Знайкова Раиса Егоровна,148,11х,3
477100411,Кашавцев Аркадий Леонидович,58,7а,4
318179101,Пятернина Кристина Андреевна,445,7и,2
437380460,Гусеева Карина Викторовна,263,9и,2
611752822,Кастева Яна Сергеевна,108,7и,2
4940336,Гришанин Тарас Павлович,113,10т,2
264681948,Грамоткин Илья Викторович,195,8д,5
722633001,Мелисин Геннадий Василиевич,465,10г,2
676892296,Цинина Светлана Яковлевна,105,11г,5
892592123,Петов Георгий Адамович,57,9а,2
692428531,Реева Валентина Максимовна,146,11и,5
834881506,Слесивых Мария Аркадьевна,35,7и,5
5108259,Афтаева Полина Ивановна,193,10д,5
23216869,Кривицкий Валентин Виталиевич,208,8х,5
727392499,Чубатов Константин Леонидович,279,11а,4
247956148,Партенков Геннадий Павлович,418,8х,3
899701053,Черушев Григорий Борисович,84,7г,4
582285015,Тютекин Георгий Тимофеевич,262,7а,2
355912098,Янкевский Вячеслав Адамович,167,11г,4
544686219,Сухручкина Клавдия Аркадьевна,177,7в,4
266445993,Конофалова Клара Петровна,95,11д,5
105397016,Лигасов Михаил Павлович,491,11г,4
174377218,Писарьков Альберт Игоревич,313,8в,4
988041861,Варов Кирилл Иванович,28,8а,5
97154459,Пурынов Евгений Петрович,244,9и,3
687987635,Супрутская Вероника Викторовна,187,9а,2
406983425,Скроцкая Алина Федоровна,127,8г,3
22881251,Барадулин Вадим Юрьевич,281,11х,3
498261747,Точилин Дмитрий Фёдорович,476,8а,2
441715873,Бикмуллин Руслан Валериевич,333,11т,2
436889583,Серпичев Василий Алексиевич,394,10х,5
27149482,Вострышев Яков Аркадиевич,343,8г,5
511807302,Грушчева София Евгеньевна,480,11в,None
359298593,Кулапов Александр Юрьевич,109,9б,5
208137718,Чибисенков Владислав Фёдорович,375,8х,3
614451060,Утилов Роман Василиевич,254,9х,2
870028794,Татаурова Галина Федоровна,145,10т,4
14886338,Визавитина Наталия Леонидовна,101,10г,2
45111131,Мягченков Артём Денисович,115,7б,4
168983848,Брикова Инна Богдановна,256,9б,4
683419490,Наторкин Валентин Данилович,319,7и,2
222003179,Эштрекова Софья Алексеевна,76,9в,3
474192977,Кутаманова Кира Андреевна,182,10т,2
761339756,Кыштымова Евгения Эдуардовна,255,8в,5
292978665,Ккнязева Клавдия Дмитриевна,34,7б,5
924722169,Глаголина Алиса Никитична,249,9д,2
79849881,Рисина Раиса Валерьевна,451,10а,4
705354014,Ребров Алексей Георгиевич,289,8и,3
583669895,Вырысалова Александра Евгеньевна,39,11и,2
341606088,Гомольский Владимир Юриевич,314,11х,5
817553808,Швинова Марина Федоровна,271,8г,5
739679884,Рудковская Инна Дмитриевна,6,7т,3
396295563,Решеткина Дарья Василевна,408,10и,3
240664298,Евстихеев Игорь Василиевич,422,10х,5
838495550,Лазарина Алёна Федоровна,161,8б,3
954835666,Гляченков Григорий Николаевич,431,10а,5
804845033,Чардынцева Алина Вадимовна,135,10д,3
777976965,Скаредов Яков Иванович,337,9т,5
751967599,Юрицкий Эдуард Денисович,192,7д,3
868500729,Кравчина Светлана Аркадьевна,413,11г,5
993229989,Чмареткова Полина Вадимовна,449,10а,2
588825185,Углова Галина Романовна,260,9г,3
137380191,Згуровская Виктория Андреевна,220,9т,4
471647171,Секерский Станислав Сергеевич,235,10а,4
135472691,Жевайкин Евгений Адамович,86,11г,3
467688184,Коточигов Семён Игоревич,26,9д,5
875246930,Калонин Альберт Денисович,297,8б,2
81571214,Валягин Григорий Антонович,94,10в,4
236861133,Коцева Кристина Николаевна,412,9г,3
664983280,Голина Кристина Максимовна,3,7х,3
957967688,Батрамеев Анатолий Романович,354,9х,3
109869206,Чикмарев Валентин Валериевич,306,9и,5
52056639,Киницына Валерия Олеговна,202,7х,4
603969277,Числин Юрий Денисович,121,7в,2
342598389,Стебунова Юлия Романовна,358,9т,3
588546613,Кацов Павел Павлович,236,10г,5
507825862,Гоцев Тарас Викторович,41,8в,3
712342597,Мотовицкий Роман Аркадиевич,31,11и,5
657136118,Чурзина Клара Егоровна,308,10б,3
967281456,Щепалкина Валерия Сергеевна,134,9б,4
75079004,Утимишев Ярослав Игоревич,239,11а,3
581090628,Алуханов Кирилл Фёдорович,298,7т,2
192593984,Полунеев Валентин Валериевич,307,8и,2
72509210,Крупенова Наталия Андреевна,209,7в,5
74233797,Корнюшин Илья Юрьевич,44,10т,3
545505690,Паушева Виолетта Никитична,310,8г,4
120010522,Берзин Герасим Антонович,349,11т,5
472486125,Шулунова Алла Алексеевна,54,7д,4
977342865,Трепашова София Яковлевна,399,11а,2
686457698,Чумейкин Константин Антонович,8,8б,5
345124776,Польшиков Денис Игоревич,495,9и,2
709876049,Медоусова Жанна Романовна,252,7б,2
578157040,Акуратова Клавдия Андреевна,92,9г,5
453159598,Курмеева Елизавета Валерьевна,486,8а,5
753499867,Бадов Александр Аркадиевич,217,10г,3
825726175,Бакушин Эдуард Адамович,265,7б,5
766500050,Чебина Инна Сергеевна,273,10т,2
698838126,Подледнова Наталья Ивановна,112,11и,3
709579824,Садгеева Лиза Евгеньевна,460,11г,3
586591985,Акушин Борис Павлович,493,9т,2
151675796,Аришев Руслан Кириллович,379,10т,3
314243169,Гуслова Кристина Олеговна,389,9в,2
386438564,Глоточкина Оксана Аркадьевна,370,9и,5
947791551,Шапина Маргарита Романовна,163,8б,5
359898476,Дурылин Георгий Валериевич,261,11т,4
851920152,Болкисева Анна Викторовна,248,7х,4
121447364,Багапов Вячеслав Сергеевич,99,7д,4
363039707,Люцарева Яна Аркадьевна,376,11б,2
788199161,Боготынина София Егоровна,63,11б,5
689848806,Саюшкин Игорь Алексиевич,211,11х,5
936637381,Потешных Тамара Николаевна,468,11в,3
194207779,Незлина Жанна Василевна,426,8б,5
310760220,Федичева Вероника Кирилловна,37,7х,4
188610400,Пустынкин Вадим Антонович,388,10в,5
809060225,Аринакова Ирина Михайловна,150,8в,5
917752603,Обиралкова Мария Егоровна,294,11т,5
394372662,Аристарова Валентина Максимовна,443,11г,2
437422058,Яуров Герасим Юрьевич,38,9а,5
783769060,Духонькин Вячеслав Фёдорович,2,9в,4
240112752,Гвасков Евгений Михаилович,402,9в,5
248112408,Жабынина Галина Николаевна,185,7х,5
27640612,Шерюкова Виолетта Романовна,440,9б,4
63914749,Колокатов Пётр Евгеньевич,484,10в,3
805651882,Шайдуков Андрей Михаилович,317,9и,4
486081004,Смирнягина Дарья Игоревна,425,10в,4
130511701,Штырева Ева Олеговна,258,11и,2
548096729,Ашукин Вячеслав Михаилович,191,10т,4
724869691,Рубченкова Галина Алексеевна,190,9в,3
852663160,Зархин Иван Алексиевич,478,11и,5
449768808,Адиотов Дмитрий Павлович,156,7б,3
757690081,Тищенкова Раиса Валерьевна,79,7д,3
172522488,Лозеев Илья Петрович,205,10д,2
940073779,Кобяшов Герасим Михаилович,305,11т,2
275159992,Ронова Клавдия Валерьевна,107,7и,4
915596449,Стрижнов Алексей Евгеньевич,385,11г,3
405483090,Волынский Алексей Виталиевич,362,11т,5
150628628,Машонский Василий Данилович,23,9д,5
163259828,Буриева Зинаида Аркадьевна,104,11д,4
788896823,Борщина Алёна Ивановна,377,11а,5
620916483,Белчков Олег Иванович,275,10а,4
15748370,Остропиков Альберт Данилович,157,8г,2
506990910,Оргонова Любовь Максимовна,264,7б,4
294683137,Мальков Юрий Евгеньевич,228,7г,3
851565397,Свльхова Наталья Вадимовна,160,9т,5
905542812,Мякушков Герасим Леонидович,102,10т,3
850695310,Межуев Георгий Юриевич,355,8г,4
822178688,Чериншев Александр Сергеевич,439,8а,2
749006551,Муниров Алексей Андреевич,117,11г,3
699249454,Климухин Руслан Романович,269,10в,3
816688442,Дембская Екатерина Никитична,64,11б,4
176996171,Тюнеев Яков Фёдорович,417,10т,2
430442596,Трушитин Антон Данилович,168,9х,3
403420756,Балакишиев Роман Алексиевич,143,11х,5
756654717,Немтюрева Валерия Аркадьевна,12,10г,4
371731885,Складанова Клавдия Аркадьевна,257,9а,3
881407870,Заходина Полина Леонидовна,93,10д,4
265270899,Муринов Анатолий Борисович,171,11б,5
345870514,Гришалова Любовь Евгеньевна,301,8т,3
430248653,Ситчихин Станислав Георгиевич,247,8т,5
601494211,Просяных Георгий Василиевич,366,9в,2
977242468,Дзабиев Григорий Георгиевич,259,11д,5
196893864,Рыбаулин Григорий Алексеевич,140,11а,5
337708167,Тупиева Екатерина Ивановна,400,7д,2
894904615,Куверчева Алена Ивановна,170,10д,3
427333221,Цаблинова Виктория Богдановна,342,9г,4
386133382,Синенков Григорий Леонидович,230,9в,5
561212131,Лизункин Артур Олегович,4,11в,5
166555793,Славущева Александра Эдуардовна,81,8а,5
570726712,Шахвердов Дмитрий Антонович,132,11б,2
177391940,Рапацкая Ольга Ивановна,223,10г,3
9567408,Сторокожев Виталий Аркадиевич,159,9б,2
74449137,Половодов Кирилл Николаевич,18,8т,5
559999420,Халтанова Алена Дмитриевна,49,8б,3
561556640,Заложнев Роман Фёдорович,448,8в,4
238830690,Рыжих Кристина Аркадьевна,213,7а,4
9120610,Буров Руслан Игоревич,405,11и,5
701724996,Гачков Виталий Евгеньевич,277,9т,4
342852927,Кадилов Геннадий Борисович,225,10в,3
325069653,Гликина Алёна Эдуардовна,454,9б,3
146352019,Ичкинина Любовь Андреевна,299,8г,5
877243036,Мозшорина Кира Дмитриевна,65,8б,3
456180918,Брижеватов Константин Борисович,152,11т,2
7856621,Бучеров Тарас Викторович,429,10д,4
669562271,Мисютина Валерия Эдуардовна,368,9г,2
337662106,Льянов Федор Вадимович,328,8а,4
443869013,Щуркин Георгий Яковлевич,180,8в,4
289746946,Акулин Федор Адамович,241,10г,4
156796568,Волженкова Екатерина Ивановна,233,9д,4
792262346,Махометова София Викторовна,424,8и,3
943135,Зызлов Геннадий Антонович,274,7в,3
161868020,Девляшова Кира Олеговна,51,11д,5
565242231,Яковкина Алена Никитична,320,9т,5
36739906,Бузулев Вадим Николаевич,331,10д,3
876681264,Ганельский Юрий Юриевич,474,9д,3
711575496,Шкапрова Ева Ивановна,371,7б,5
291298156,Чичирин Владимир Георгиевич,11,10а,4
12215889,Шилова Надежда Викторовна,124,9б,2
334537014,Коваев Руслан Михаилович,487,9т,3
520851070,Саверина Надежда Андреевна,407,11б,4
952979983,Тишанкин Олег Адамович,334,9д,3
666317686,Широпаев Валерий Сергеевич,406,9б,2
40685984,Щепанин Олег Адамович,226,7а,3
823915464,Оплетин Владислав Аркадиевич,361,10х,4
454678860,Оденова Карина Андреевна,409,8и,4
129102145,Семагин Альберт Андреевич,456,10х,4
56299632,Черданцева Анастасия Олеговна,128,8х,3
230225991,Лонцова Елизавета Эдуардовна,224,7х,3
614439184,Сарсекеева Алёна Никитична,462,11и,4
33854102,Аковецкий Антон Евгеньевич,500,8б,4
500797176,Аратский Станислав Борисович,351,9и,2
702726217,Чужриков Пётр Денисович,200,9в,3
559506996,Никитшин Алексей Кириллович,111,11и,3
144153305,Симендяев Василий Алексиевич,45,8д,4
87159891,Ошитков Максим Сергеевич,151,10г,4
297034216,Юрасов Евгений Романович,338,9и,3
402209791,Головяшин Павел Юриевич,179,7г,5
616439637,Манжурина Екатерина Сергеевна,219,7т,3
331178319,Никурашин Олег Евгеньевич,291,11х,2
684849684,Бехтерев Федор Вадимович,137,9х,3
829214131,Годлевская Катерина Дмитриевна,403,11г,3
898146921,Акиярова Алина Эдуардовна,9,11а,4
717000505,Милина Алена Петровна,359,8г,3
421151927,Воловин Борис Викторович,350,7т,2
473231412,Туморина Ксения Федоровна,133,8б,5
161144912,Желейков Вячеслав Яковлевич,199,8г,3
796871540,Шишорнина Екатерина Алексеевна,183,8т,3
281362459,Юумогулова Виолетта Игоревна,311,10х,3
304227402,Рецков Денис Денисович,85,10д,2
59308800,Химунина Елизавета Ивановна,392,7д,2
475979417,Кобрянов Александр Алексиевич,455,7т,2
13247726,Бирылов Тарас Данилович,243,11а,3
875111612,Туфатулин Ярослав Леонидович,485,8х,4
655635142,Долбишев Николай Аркадиевич,292,10б,5
373591577,Махтумова Алёна Эдуардовна,186,10б,4
947345406,Нарзаркин Алексей Романович,423,10т,2
969933982,Куранина Алена Леонидовна,196,9б,4
610356462,Ситюков Аркадий Евгеньевич,32,10в,3
32999798,Мизюрова Алиса Никитична,176,7г,4
453955666,Пандурова Алиса Дмитриевна,130,9б,2
30801976,Жилейкин Борис Тимофеевич,91,7в,2
324210308,Корпункова Виолетта Сергеевна,83,11а,3
585805585,Пашохонова Анастасия Федоровна,467,9в,4
557538908,Сузальцева Тамара Михайловна,357,8х,4
413605019,Чиличкина Светлана Яковлевна,5,8в,5
303799134,Шантыкова Карина Максимовна,198,10д,3
512409010,Недосекин Владислав Яковлевич,457,10а,4
588974862,Максимкин Федор Фёдорович,172,10г,2
912442767,Матбиюшина Виктория Игоревна,237,8д,2
322747843,Шишкунов Герасим Юрьевич,110,8т,4
375232384,Сухинин Георгий Алексиевич,475,10х,4
280007814,Бисеева Полина Романовна,48,7д,5
485685570,Жукулов Михаил Денисович,60,11г,3
662209424,Тоняев Герасим Петрович,378,9т,5
707285785,Шушенкова Алёна Олеговна,36,7и,2
868510166,Разроев Дмитрий Павлович,59,9а,2
138929742,Баззаев Анатолий Данилович,339,9д,2
3805498,Цекова Алла Олеговна,50,8д,2
692290394,Аборонова Алиса Алексеевна,444,7г,5
584157313,Ягловская Ева Олеговна,181,8в,4
141812550,Шароварова Яна Романовна,175,8а,4
663307132,Общев Яков Викторович,466,8а,4
785847191,Ойзерская Катерина Эдуардовна,120,7х,2
419332493,Прусский Ярослав Иванович,479,11б,2
209073262,Лабинов Павел Алексеевич,272,7б,5
955150217,Покровов Эдуард Павлович,312,8б,2
116071100,Мачехин Эдуард Данилович,19,7д,3
58076005,Кодорская Раиса Ивановна,27,11б,3
432975312,Кондраева Марина Ивановна,469,9д,3
485960883,Бульенков Валентин Иванович,136,10т,4
695640506,Тагакова Вероника Яковлевна,393,8т,4
46155809,Гершанова Любовь Евгеньевна,383,11т,5
590835116,Салина Алена Егоровна,73,11в,5
365987376,Фрумова Зинаида Аркадьевна,78,8а,4
511153500,Хорняков Борис Борисович,13,8г,2
403430486,Гдагазина Лиза Василевна,212,9т,5
213923356,Агаршев Ярослав Михаилович,276,9т,2
512927187,Корюшин Пётр Антонович,326,8х,2
556332592,Калаев Пётр Алексиевич,68,8а,3
264764993,Ккаталкина Виолетта Егоровна,53,7б,2
965700038,Рачнов Герасим Алексеевич,103,10а,5
390018229,Миндубаева Людмила Леонидовна,477,11и,2
684850774,Агафьева Вера Ивановна,352,11х,3
361483929,Житин Эдуард Адамович,481,9а,5
